Full name accepted	Abbreviation with periods accepted	Abbreviation without periods accepted
Roczniki Akademii Medycznej Im. Juliana Marchlewskiego w Bialymstoku. Supplement	Rocz. Akad. Med. Im Juliana Marchlewskiego Bialymst. Suppl.	Rocz Akad Med Im Juliana Marchlewskiego Bialymst Suppl
Roczniki Akademii Medycznej w Bialymstoku. Annales Academiae Medicae Bialostocensis	Rocz. Akad. Med. Bialymst.	Rocz Akad Med Bialymst
Roczniki Akademii Medycznej w Bialymstoku. Suplement. Annales Academiae Medicae Bialostocensis. Supplementum	Rocz. Akad. Med. Bialymst. Supl.	Rocz Akad Med Bialymst Supl
Roczniki Panstwowego Zakladu Higieny	Rocz. Panstw. Zakl. Hig.	Rocz Panstw Zakl Hig
RoFo : Fortschritte auf dem Gebiete der Röntgenstrahlen und der Nuklearmedizin	Rofo	Rofo
Rogerian Nursing Science News	Rogerian Nurs. Sci. News	Rogerian Nurs Sci News
Romanian Journal of Endocrinology	Rom. J. Endocrinol.	Rom J Endocrinol
Romanian Journal of Gastroenterology	Rom. J. Gastroenterol.	Rom J Gastroenterol
Romanian Journal of Internal Medicine	Rom. J. Intern. Med.	Rom J Intern Med
Romanian Journal of Neurology and Psychiatry	Rom. J. Neurol. Psychiatry	Rom J Neurol Psychiatry
Romanian Journal of Parasitic Diseases	Romanian J. Parasit. Dis.	Romanian J Parasit Dis
Romanian Journal of Physiology	Rom. J. Physiol.	Rom J Physiol
Romanian Journal of Virology	Rom. J. Virol.	Rom J Virol
Romanian Medical Review	Rom. Med. Rev.	Rom Med Rev
Rontgen-Blatter	Rontgenblatter	Rontgenblatter
Rontgenpraxis	Rontgenpraxis	Rontgenpraxis
Rontgenpraxis; Diagnostik, Rontgen-, Radium-, Lichttherapie	Rontgenprax. Diagn. Rontgen Radium Lichtther.	Rontgenprax Diagn Rontgen Radium Lichtther
Rossiiskii Fiziologicheskii Zhurnal Imeni I. M. Sechenova	Ross. Fiziol. Zh. Im. I. M. Sechenova	Ross Fiziol Zh Im I M Sechenova
Rossiiskii Meditsinskii Zhurnal	Ross. Med. Zh.	Ross Med Zh
Royal Canadian Dental Corps Quarterly	R. Can. Dent. Corps Q.	R Can Dent Corps Q
Royal Dental Hospital Magazine	R. Dent. Hosp. Mag.	R Dent Hosp Mag
Royal Institute of Public Health and Hygiene Journal	R. Inst. Public Health Hyg. J.	R Inst Public Health Hyg J
Royal Melbourne Hospital Clinical Reports	R. Melb. Hosp. Clin. Rep.	R Melb Hosp Clin Rep
Royal Society of Health Journal	R. Soc. Health J.	R Soc Health J
Rozhledy v Chirurgii	Rozhl. Chir.	Rozhl Chir
Rozprawy Wydzialu Nauk Medycznych	Rozpr. Wydz. Nauk Med.	Rozpr Wydz Nauk Med
Rumanian Medical Review	Rum. Med. Rev.	Rum Med Rev
Russ Coile's Health Trends	Russ Coiles Health Trends	Russ Coiles Health Trends
Russian Journal of Immunology	Russ. J. Immunol.	Russ J Immunol
Russkii Zhurnal SPID, Rak i Obshchestvennoe Zdorov'e. Russian Journal AIDS, Cancer, and Public Health	Rus. Zhurnal SPID Rak Obshchestvennoe Zdor.	Rus Zhurnal SPID Rak Obshchestvennoe Zdor
Ryan Advisory for Health Services Governing Boards	Ryan Advis. Health Serv. Gov. Boards	Ryan Advis Health Serv Gov Boards
Ryoikibetsu Shokogun Shirizu	Ryoikibetsu Shokogun Shirizu	Ryoikibetsu Shokogun Shirizu
Ryumachi	Ryumachi	Ryumachi
S & TA & NU: Rivista di Scienza e Tecnologia Degli Alimenti e di Nutrizione Umana	S TA NU	S TA NU
S.A. Journal of Continuing Medical Education. Die S.A. Tydskrif van Voortgesette Geneeskundige Onderrig	SA J. Contin. Med. Educ.	SA J Contin Med Educ
S.A. Nursing Journal. S.A. Verplegingstydskrif	S. A. Nurs. J.	S A Nurs J
SA Nursing Journal. SA Verplegingstydskrif	SA Nurs. J.	SA Nurs J
SAAD Digest	SAAD Dig.	SAAD Dig
SAAS Bulletin, Biochemistry and Biotechnology	SAAS Bull. Biochem. Biotechnol.	SAAS Bull Biochem Biotechnol
Sabouraudia	Sabouraudia	Sabouraudia
Sac Explorer	Sac Explor.	Sac Explor
SADJ	SADJ	SADJ
SAfAIDS News	SAfAIDS News	SAfAIDS News
SAHARA J	SAHARA J.	SAHARA J
Saint-Luc Medical. Sint-Lucas Tijdschrift	St. Luc Med.	St Luc Med
Sairaanhoidon Vuosikirja	Sairaanh. Vuosik.	Sairaanh Vuosik
Sairaanhoitaja	Sairaanhoitaja	Sairaanhoitaja
Sairaanhoitajalehti	Sairaanhoitajalehti	Sairaanhoitajalehti
Saishin Igaku. Recent Medicine	Saishin Igaku	Saishin Igaku
Salisbury Medical Bulletin	Salisbury Med. Bull.	Salisbury Med Bull
Salud Bucal	Salud Bucal	Salud Bucal
Salud Publica de México	Salud Publica Mex.	Salud Publica Mex
Same-Day Surgery	Same Day Surg.	Same Day Surg
Sammlung Zwangloser Abhandlungen Aus dem Gebiete der Psychiatrie und Neurologie	Samml. Zwangl. Abh. Geb. Psychiatr. Neurol.	Samml Zwangl Abh Geb Psychiatr Neurol
San Fernando Valley Dental Society Bulletin	San Fernando Val. Dent. Soc. Bull.	San Fernando Val Dent Soc Bull
San Gabriel Valley Dental Society Bulletin	San Gabriel Val. Dent. Soc. Bull.	San Gabriel Val Dent Soc Bull
Sanfujinka Chiryo. Obstetrical and Gynecological Therapy	Sanfujinka Chiryo	Sanfujinka Chiryo
Sanfujinka No Jissai. Practice of Gynecology and Obstetrics	Sanfujinka No Jissai	Sanfujinka No Jissai
Sanfujinka No Shinpo. Advances in Obstetrics and Gynecology	Sanfujinka No Shinpo	Sanfujinka No Shinpo
Sangre	Sangre (Barc.)	Sangre (Barc)
Sangyo Igaku. Japanese Journal of Industrial Health	Sangyo Igaku	Sangyo Igaku
Sanidad y Beneficencia Municipal: Revista Medico Social	Sanid. Benefic. Munic.	Sanid Benefic Munic
Sante	Sante	Sante
Santé Mentale au Québec	Sante Ment. Que.	Sante Ment Que
Santé Publique	Sante Publique (Bucur.)	Sante Publique (Bucur)
Santé Québec	Sante Que.	Sante Que
Santo Tomas Nursing Journal	St. Tomas Nurs. J.	St Tomas Nurs J
Sao Paulo Medical Journal	Sao Paulo Med. J.	Sao Paulo Med J
Sao Paulo Medico	Sao Paulo Med.	Sao Paulo Med
Sapporo Igaku Zasshi. Sapporo Medical Journal	Sapporo Igaku Zasshi	Sapporo Igaku Zasshi
Sarcoidosis	Sarcoidosis	Sarcoidosis
Sarcoidosis, Vasculitis, and Diffuse Lung Diseases	Sarcoidosis. Vasc. Diffuse Lung Dis.	Sarcoidosis Vasc Diffuse Lung Dis
Saturday Review	Saturday Rev.	Saturday Rev
Saudi Journal of Anaesthesia	Saudi J. Anaesth.	Saudi J Anaesth
Saudi Journal of Biological Sciences	Saudi J. Biol. Sci.	Saudi J Biol Sci
Saudi Journal of Gastroenterology	Saudi J. Gastroenterol.	Saudi J Gastroenterol
Saudi Journal of Kidney Diseases and Transplantation	Saudi J. Kidney Dis. Transpl.	Saudi J Kidney Dis Transpl
Saudi Medical Journal	Saudi Med. J.	Saudi Med J
Sbornik Lekarsky	Sb. Lek.	Sb Lek
Sbornik Pro Pathofysiologii Traveni a Vyzivy: Gastroenterologia Bohema	Sb. Pathofysiol. Traveni Vyz. Gastroenterol. Bohema	Sb Pathofysiol Traveni Vyz Gastroenterol Bohema
Sbornik Vedeckych Praci Lekarske Fakulty Karlovy Univerzity v Hradci Kralove	Sb. Ved. Pr. Lek. Fak. Karlovy Univerzity Hradci Kralove	Sb Ved Pr Lek Fak Karlovy Univerzity Hradci Kralove
Sbornik Vedeckych Praci Lekarske Fakulty Karlovy Univerzity v Hradci Kralove. Supplementum	Sb. Ved. Pr. Lek. Fak. Karlovy Univerzity Hradci Kralove. Suppl.	Sb Ved Pr Lek Fak Karlovy Univerzity Hradci Kralove Suppl
SC Reports	SC Rep.	SC Rep
SC Trodent	SC Trodent	SC Trodent
SCADA Journal	SCADA J.	SCADA J
Scalpel	Scalpel (Brux.)	Scalpel (Brux)
Scalpel & Tongs: American Journal of Medical Philately	Scalpel Tongs	Scalpel Tongs
Scandinavian Audiology. Supplementum	Scand. Audiol. Suppl.	Scand Audiol Suppl
Scandinavian Cardiovascular Journal	Scand. Cardiovasc. J.	Scand Cardiovasc J
Scandinavian Cardiovascular Journal. Supplement	Scand. Cardiovasc. J. Suppl.	Scand Cardiovasc J Suppl
Scandinavian Journal of Clinical and Laboratory Investigation. Supplement	Scand. J. Clin. Lab. Invest. Suppl.	Scand J Clin Lab Invest Suppl
Scandinavian Journal of Dental Research	Scand. J. Dent. Res.	Scand J Dent Res
Scandinavian Journal of Gastroenterology	Scand. J. Gastroenterol.	Scand J Gastroenterol
Scandinavian Journal of Gastroenterology. Supplement	Scand. J. Gastroenterol. Suppl.	Scand J Gastroenterol Suppl
Scandinavian Journal of Haematology	Scand. J. Haematol.	Scand J Haematol
Scandinavian Journal of Haematology. Supplementum	Scand. J. Haematol. Suppl.	Scand J Haematol Suppl
Scandinavian Journal of Immunology. Supplement	Scand. J. Immunol. Suppl.	Scand J Immunol Suppl
Scandinavian Journal of Infectious Diseases. Supplementum	Scand. J. Infect. Dis. Suppl.	Scand J Infect Dis Suppl
Scandinavian Journal of Medicine and Science in Sports	Scand. J. Med. Sci. Sports	Scand J Med Sci Sports
Scandinavian Journal of Occupational Therapy	Scand. J. Occup. Ther.	Scand J Occup Ther
Scandinavian Journal of Plastic and Reconstructive Surgery	Scand. J. Plast. Reconstr. Surg.	Scand J Plast Reconstr Surg
Scandinavian Journal of Plastic and Reconstructive Surgery and Hand Surgery	Scand. J. Plast. Reconstr. Surg. Hand Surg.	Scand J Plast Reconstr Surg Hand Surg
Scandinavian Journal of Plastic and Reconstructive Surgery and Hand Surgery. Supplementum	Scand. J. Plast. Reconstr. Surg. Hand Surg. Suppl.	Scand J Plast Reconstr Surg Hand Surg Suppl
Scandinavian Journal of Plastic and Reconstructive Surgery. Supplementum	Scand. J. Plast. Reconstr. Surg. Suppl.	Scand J Plast Reconstr Surg Suppl
Scandinavian Journal of Primary Health Care	Scand. J. Prim. Health Care	Scand J Prim Health Care
Scandinavian Journal of Primary Health Care. Supplement	Scand. J. Prim. Health Care. Suppl.	Scand J Prim Health Care Suppl
Scandinavian Journal of Rehabilitation Medicine	Scand. J. Rehabil. Med.	Scand J Rehabil Med
Scandinavian Journal of Rehabilitation Medicine. Supplement	Scand. J. Rehabil. Med. Suppl.	Scand J Rehabil Med Suppl
Scandinavian Journal of Respiratory Diseases	Scand. J. Respir. Dis.	Scand J Respir Dis
Scandinavian Journal of Respiratory Diseases. Supplementum	Scand. J. Respir. Dis. Suppl.	Scand J Respir Dis Suppl
Scandinavian Journal of Rheumatology	Scand. J. Rheumatol.	Scand J Rheumatol
Scandinavian Journal of Rheumatology. Supplement	Scand. J. Rheumatol. Suppl.	Scand J Rheumatol Suppl
Scandinavian Journal of Social Medicine	Scand. J. Soc. Med.	Scand J Soc Med
Scandinavian Journal of Social Medicine. Supplementum	Scand. J. Soc. Med. Suppl.	Scand J Soc Med Suppl
Scandinavian Journal of Surgery	Scand. J. Surg.	Scand J Surg
Scandinavian Journal of Thoracic and Cardiovascular Surgery	Scand. J. Thorac. Cardiovasc. Surg.	Scand J Thorac Cardiovasc Surg
Scandinavian Journal of Thoracic and Cardiovascular Surgery. Supplementum	Scand. J. Thorac. Cardiovasc. Surg. Suppl.	Scand J Thorac Cardiovasc Surg Suppl
Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine	Scand. J. Trauma Resusc. Emerg. Med.	Scand J Trauma Resusc Emerg Med
Scandinavian Journal of Urology and Nephrology	Scand. J. Urol. Nephrol.	Scand J Urol Nephrol
Scandinavian Journal of Urology and Nephrology. Supplementum	Scand. J. Urol. Nephrol. Suppl.	Scand J Urol Nephrol Suppl
Scandinavian Journal of Work, Environment and Health	Scand. J. Work. Environ. Health	Scand J Work Environ Health
Scanning	Scanning	Scanning
Scanning Electron Microscopy	Scan. Electron Microsc.	Scan Electron Microsc
Scanning Microscopy. Supplement	Scanning Microsc. Suppl.	Scanning Microsc Suppl
Scanodont	Scanodont	Scanodont
SCHA Journal	SCHA J.	SCHA J
Schizofrenie	Schizofrenie	Schizofrenie
Schizophrenia Bulletin	Schizophr. Bull.	Schizophr Bull
Schizophrenia Research	Schizophr. Res.	Schizophr Res
Scholarly Inquiry for Nursing Practice	Sch. Inq. Nurs. Pract.	Sch Inq Nurs Pract
School Dental Services Gazette	Sch. Dent. Serv. Gaz. N. Z.	Sch Dent Serv Gaz N Z
School Health Review	Sch. Health Rev.	Sch Health Rev
School Nurse News	School Nurse News	School Nurse News
School Psychology Digest	Sch. Psychol. Dig.	Sch Psychol Dig
School Psychology International	Sch. Psychol. Int.	Sch Psychol Int
School Psychology Quarterly	Sch. Psychol. Q.	Sch Psychol Q
School Psychology Review	School Psych. Rev.	School Psych Rev
Schriftenreihe aus dem Gebiete des Offentlichen Gesundheitswesens	Schriftenr. Geb. Off. Gesundheitswes.	Schriftenr Geb Off Gesundheitswes
Schriftenreihe des Vereins für Wasser-, Boden-, und Lufthygiene	Schriftenr. Ver. Wasser. Boden. Lufthyg.	Schriftenr Ver Wasser Boden Lufthyg
Schriftenreihe Neurologie. Neurology Series	Schriftenr. Neurol.	Schriftenr Neurol
Schriftenreihe Zentralblatt für Arbeitsmedizin Arbeitsschutz und Prophylaxe	Schriftenr. Zentralbl. Arbeitsmed. Arbeitsschutz Prophyl.	Schriftenr Zentralbl Arbeitsmed Arbeitsschutz Prophyl
Schriftenreihe Zentralblatt für Arbeitsmedizin, Arbeitsschutz, Prophylaxe, und Ergonomie	Schriftenr. Zentralbl. Arbeitsmed. Arbeitsschutz. Prophyl. Ergonomie	Schriftenr Zentralbl Arbeitsmed Arbeitsschutz Prophyl Ergonomie
Schweizer Archiv für Neurologie und Psychiatrie	Schweiz. Arch. Neurol. Psychiatr.	Schweiz Arch Neurol Psychiatr
Schweizer Archiv für Neurologie, Neurochirurgie und Psychiatrie	Schweiz. Arch. Neurol. Neurochir. Psychiatr.	Schweiz Arch Neurol Neurochir Psychiatr
Schweizer Archiv für Tierheilkunde	Schweiz. Arch. Tierheilkd.	Schweiz Arch Tierheilkd
Schweizer Chemiker-Zeitung und Technik-Industrie	Schweizer Chem. Ztg. Tech. Ind.	Schweizer Chem Ztg Tech Ind
Schweizer Monatsschrift für Zahnmedizin	Schweiz. Monatsschr. Zahnmed.	Schweiz Monatsschr Zahnmed
Schweizerische Apotheker-Zeitung	Schweiz. Apoth. Ztg.	Schweiz Apoth Ztg
Schweizerische Arztezeitung für Standesfragen. Bulletin Professionnel des Médecins Suisses. Bollettino dei Medici Svizzeri per Interessi Professionali	Schweiz. Arzteztg. Standesfr.	Schweiz Arzteztg Standesfr
Schweizerische Arztezeitung. Bulletin des Médecins Suisses. Bollettino dei Medici Svizzeri	Schweiz. Arzteztg.	Schweiz Arzteztg
Schweizerische Medizinische Wochenschrift. Journal Suisse de Médecine	Schweiz. Med. Wochenschr.	Schweiz Med Wochenschr
Schweizerische Medizinische Wochenschrift. Supplementum	Schweiz. Med. Wochenschr. Suppl.	Schweiz Med Wochenschr Suppl
Schweizerische Rundschau für Medizin Praxis	Schweiz. Rundsch. Med. Prax.	Schweiz Rundsch Med Prax
Schweizerische Zeitschrift für Gynäkologie und Geburtshilfe. Revue Suisse de Gynécologie et d'Obstétrique	Schweiz. Z. Gynakol. Geburtshilfe	Schweiz Z Gynakol Geburtshilfe
Schweizerische Zeitschrift für Medizin und Traumatologie	Schweiz. Z. Med. Traumatol.	Schweiz Z Med Traumatol
Schweizerische Zeitschrift für Pathologie und Bakteriologie	Schweiz. Z. Pathol. Bakteriol.	Schweiz Z Pathol Bakteriol
Schweizerische Zeitschrift für Psychologie und Ihre Anwendungen	Schweiz. Z. Psychol. Anwend.	Schweiz Z Psychol Anwend
Schweizerische Zeitschrift für Sportmedizin	Schweiz. Z. Sportmed.	Schweiz Z Sportmed
Schweizerische Zeitschrift für Zahnheilkunde. Journal Suisse d'Odontologie. Odontologia Svizzera. Swiss Journal of Dental Surgery	Schweiz. Z. Zahnheilkd.	Schweiz Z Zahnheilkd
Schwestern Revue	Schwest. Rev.	Schwest Rev
SCI Nursing	SCI Nurs.	SCI Nurs
Science & Government Report	Sci. Gov. Rep.	Sci Gov Rep
Science & Medicine	Sci. Med. (Phila.)	Sci Med (Phila)
Science & Sports	Sci. Sports	Sci Sports
Science and Justice	Sci. Justice	Sci Justice
Science China. Chemistry	Sci. China Chem.	Sci China Chem
Science Digest	Sci. Dig.	Sci Dig
Science et Recherche Odontostomatologiques	Sci. Rech. Odontostomatol.	Sci Rech Odontostomatol
Science in China. Series B: Chemistry, Life Sciences and Earth Sciences	Sci. China. B	Sci China B
Science in China. Series C: Life Sciences	Sci. China. C Life Sci.	Sci China C Life Sci
Science News	Sci. News	Sci News
Science of Aging Knowledge Environment	Sci. Aging Knowledge Environ.	Sci Aging Knowledge Environ
Science of Biology Journal	Sci. Bio. J.	Sci Bio J
Science Reports of the Research Institutes, Tohoku University. Ser. C: Medicine	Sci. Rep. Res. Inst. Tohoku Univ. Med.	Sci Rep Res Inst Tohoku Univ Med
Science Translational Medicine	Sci. Transl. Med.	Sci Transl Med
Science, Medicine, and Man	Sci. Med. Man	Sci Med Man
Science's STKE	Sci. STKE	Sci STKE
Sciences Geologiques: Memoire	Sci. Geol. Mem.	Sci Geol Mem
Scientia Medica Italica. English Ed.	Sci. Med. Ital.	Sci Med Ital
Scientia Pharmaceutica	Sci. Pharm.	Sci Pharm
Scientia Sinica	Sci. Sin.	Sci Sin
Scientia Sinica. Series B: Chemical, Biological, Agricultural, Medical & Earth Sciences	Sci. Sin. B	Sci Sin B
Scientific and Educational Bulletin	Sci. Educ. Bull.	Sci Educ Bull
Scientific and Educational Journal	Sci. Educ. J.	Sci Educ J
Scientific Basis of Medicine Annual Reviews	Sci. Basis Med. Annu. Rev.	Sci Basis Med Annu Rev
Scientific Proceedings of the Cardiff Medical Society	Sci. Proc. Cardiff Med. Soc.	Sci Proc Cardiff Med Soc
Scientific Reports	Sci. Rep.	Sci Rep
Scientific Reports of the Istituto Superiore di Sanita	Sci. Rep. Ist. Super. Sanita	Sci Rep Ist Super Sanita
SCN News	SCN News	SCN News
SCNA Newsletter	SCNA Newsl.	SCNA Newsl
Scottish Medical Journal	Scott. Med. J.	Scott Med J
Screening	Screening	Screening
Scripta Medica	Scr. Med. (Brno.)	Scr Med (Brno)
SDA Dentist	SDA Dent.	SDA Dent
Seara Medica	Seara Med.	Seara Med
SEB Experimental Biology Series	SEB Exp. Biol. Ser.	SEB Exp Biol Ser
Second Opinion	Second Opin.	Second Opin
Second Opinions of Health Care Issues	Second Opin. Health Care Issues	Second Opin Health Care Issues
Seibutsu Kankyo Chosetsu. Environment Control in Biology	Seibutsu Kankyo Chosetsu	Seibutsu Kankyo Chosetsu
Seikagaku. Journal of Japanese Biochemical Society	Seikagaku	Seikagaku
Seikei Geka. Orthopedic Surgery	Seikei Geka	Seikei Geka
Seiroka Kango Daigaku Kiyo	Seiroka Kango Daigaku Kiyo	Seiroka Kango Daigaku Kiyo
Seishin Igaku Kenkyusho Gyosekishu. Bulletin of the Seishin-Igaku Institute	Seishin Igaku Kenkyusho Gyosekishu.	Seishin Igaku Kenkyusho Gyosekishu
Seishin Igaku. Clinical Psychiatry	Seishin Igaku	Seishin Igaku
Seishin Shinkeigaku Zasshi. Psychiatria et Neurologia Japonica	Seishin Shinkeigaku Zasshi	Seishin Shinkeigaku Zasshi
Seizure	Seizure	Seizure
Sekai Sanfujinka Soran. Survey of World Obstetrics and Gynecology	Surv. World Obstet. Gynecol. (Jpn.)	Surv World Obstet Gynecol (Jpn)
Selecoes Odontologicas	Sel. Odontol. (Sao Paulo)	Sel Odontol (Sao Paulo)
Selective Cancer Therapeutics	Sel. Cancer Ther.	Sel Cancer Ther
Semaine des Hôpitaux	Sem. Hop.	Sem Hop
Semaine des Hôpitaux Thérapeutique	Sem. Hop. Ther.	Sem Hop Ther
Semaine Medicale Professionelle et Medico-Sociale	Sem. Med. Prof. Med. Soc.	Sem Med Prof Med Soc
Semaine Therapeutique	Sem. Ther.	Sem Ther
Semana Medica de México	Sem. Med. Mex.	Sem Med Mex
Semana Medica Espanola	Sem. Med. Esp.	Sem Med Esp
Semina	Semina	Semina
Seminario de Enseñanza de la Odontopediatria	Semin. Ensen. Odontopediatr.	Semin Ensen Odontopediatr
Seminars for Nurse Managers	Semin. Nurse Manag.	Semin Nurse Manag
Seminars in Adolescent Medicine	Semin. Adolesc. Med.	Semin Adolesc Med
Seminars in Anesthesia	Semin. Anesth.	Semin Anesth
Seminars in Arthritis and Rheumatism	Semin. Arthritis Rheum.	Semin Arthritis Rheum
Seminars in Arthroplasty	Semin. Arthroplasty	Semin Arthroplasty
Seminars in Breast Disease	Semin. Breast Dis.	Semin Breast Dis
Seminars in Cardiothoracic and Vascular Anesthesia	Semin. Cardiothorac. Vasc. Anesth.	Semin Cardiothorac Vasc Anesth
Seminars in Cell and Developmental Biology	Semin. Cell Dev. Biol.	Semin Cell Dev Biol
Seminars in Clinical Neuropsychiatry	Semin. Clin. Neuropsychiatry	Semin Clin Neuropsychiatry
Seminars in Colon & Rectal Surgery	Semin. Colon Rectal Surg.	Semin Colon Rectal Surg
Seminars in Cutaneous Medicine and Surgery	Semin. Cutan. Med. Surg.	Semin Cutan Med Surg
Seminars in Dental Hygiene	Semin. Dent. Hyg.	Semin Dent Hyg
Seminars in Dermatology	Semin. Dermatol.	Semin Dermatol
Seminars in Diagnostic Pathology	Semin. Diagn. Pathol.	Semin Diagn Pathol
Seminars in Drug Treatment	Semin. Drug Treat.	Semin Drug Treat
Seminars in Family Medicine	Semin. Fam. Med.	Semin Fam Med
Seminars in Fetal & Neonatal Medicine	Semin. Fetal Neonatal Med.	Semin Fetal Neonatal Med
Seminars in Gastrointestinal Disease	Semin. Gastrointest. Dis.	Semin Gastrointest Dis
Seminars in Hematology	Semin. Hematol.	Semin Hematol
Seminars in Immunopathology	Semin. Immunopathol.	Semin Immunopathol
Seminars in Interventional Cardiology	Semin. Interv. Cardiol.	Semin Interv Cardiol
Seminars in Laparoscopic Surgery	Semin. Laparosc. Surg.	Semin Laparosc Surg
Seminars in Liver Disease	Semin. Liver Dis.	Semin Liver Dis
Seminars in Medical Practice	Semin. Med. Pract.	Semin Med Pract
Seminars in Neonatology	Semin. Neonatol.	Semin Neonatol
Seminars in Nephrology	Semin. Nephrol.	Semin Nephrol
Seminars in Neurology	Semin. Neurol.	Semin Neurol
Seminars in Oncology Nursing	Semin. Oncol. Nurs.	Semin Oncol Nurs
Seminars in Ophthalmology	Semin. Ophthalmol.	Semin Ophthalmol
Seminars in Orthodontics	Semin. Orthod.	Semin Orthod
Seminars in Pediatric Infectious Diseases	Semin. Pediatr. Infect. Dis.	Semin Pediatr Infect Dis
Seminars in Pediatric Neurology	Semin. Pediatr. Neurol.	Semin Pediatr Neurol
Seminars in Pediatric Surgery	Semin. Pediatr. Surg.	Semin Pediatr Surg
Seminars in Perinatology	Semin. Perinatol.	Semin Perinatol
Seminars in Perioperative Nursing	Semin. Perioper. Nurs.	Semin Perioper Nurs
Seminars in Plastic Surgery	Semin. Plast. Surg.	Semin Plast Surg
Seminars in Psychiatry	Semin. Psychiatry	Semin Psychiatry
Seminars in Radiation Oncology	Semin. Radiat. Oncol.	Semin Radiat Oncol
Seminars in Reproductive Endocrinology	Semin. Reprod. Endocrinol.	Semin Reprod Endocrinol
Seminars in Reproductive Medicine	Semin. Reprod. Med.	Semin Reprod Med
Seminars in Respiratory and Critical Care Medicine	Semin. Respir. Crit. Care Med.	Semin Respir Crit Care Med
Seminars in Respiratory Infections	Semin. Respir. Infect.	Semin Respir Infect
Seminars in Speech and Language	Semin. Speech Lang.	Semin Speech Lang
Seminars in Spine Surgery	Semin. Spine Surg.	Semin Spine Surg
Seminars in Surgical Oncology	Semin. Surg. Oncol.	Semin Surg Oncol
